,education,married,voted,wr_01,wr_06,wr_new,age_10s,age4,race_white,Mach_score,mach_per,tp_score
34384,2,1,2,0,0,0,1,0,1,3,1,2.8
34385,2,2,1,1,1,0,0,1,1,3,1,3.1
34386,2,1,2,0,0,0,1,0,1,4,2,2
34387,3,1,1,1,0,0,0,1,1,1,0,1.5
34388,2,1,2,0,0,0,0,1,1,3,1,3.9
34389,3,1,1,1,0,0,0,1,1,3,1,3.3
34390,2,1,2,1,0,0,1,0,1,3,1,3.3
34391,3,3,1,1,0,0,0,2,1,2,1,2.5
34392,1,1,2,0,0,0,1,0,0,3,1,1.4
34393,2,1,1,1,1,1,0,1,1,3,1,1.9
34394,3,1,1,0,0,0,0,2,1,2,1,3.6
34395,2,1,2,0,0,0,1,0,1,2,0,1.3
34396,2,3,2,1,0,0,0,2,1,2,0,3.2
34397,3,1,1,1,0,0,0,1,1,3,1,2.8
34398,3,1,2,0,0,0,0,1,1,3,1,2
34399,3,1,1,0,1,0,0,1,0,2,0,2.5
34400,1,1,2,1,0,0,1,0,0,3,1,2.4
34401,2,2,1,1,1,1,0,2,1,3,1,1.1
34402,4,2,1,1,1,1,0,2,1,3,1,2.9
34403,2,2,2,0,0,0,0,1,0,2,0,2.7
34404,4,2,1,1,1,1,0,2,1,2,0,1.8
34405,3,2,2,0,0,0,0,1,0,3,1,2.7
34406,2,1,2,1,0,0,1,0,0,4,2,3.4
34407,4,2,1,1,1,1,0,2,1,3,1,1.6
34408,3,3,1,1,1,1,0,3,1,2,1,1.8
34409,2,2,1,1,0,1,0,1,1,4,2,3.1
34410,3,1,1,1,0,1,0,1,1,4,2,1.8
34411,2,1,2,0,0,0,1,0,1,3,1,2.9
34412,4,2,1,0,0,0,0,1,0,2,0,2.4
34413,4,2,2,1,0,0,0,1,0,4,2,3.4
34414,4,3,1,0,0,0,0,1,0,3,1,2.1
34415,1,1,2,1,0,0,1,0,1,2,1,2.1
34416,2,1,2,1,1,0,1,0,1,3,1,2.7
34417,3,1,2,1,0,0,0,1,0,4,2,5
34418,2,3,2,1,0,0,0,1,0,2,0,1.7
34419,1,3,2,0,0,0,0,1,1,1,0,1.8
34420,3,1,2,1,1,1,0,1,0,4,2,4.4
34421,3,1,2,0,0,0,1,0,0,4,2,2.5
34422,1,1,2,1,1,1,1,0,1,4,2,3.5
34423,3,1,1,1,0,0,0,1,0,2,1,3.1
34424,2,1,2,0,0,0,1,0,1,3,1,2.5
34425,3,1,2,0,1,0,0,1,0,2,0,2.8
34426,3,1,2,1,0,0,1,0,0,4,2,2.3
34427,2,1,2,1,0,0,1,0,0,4,2,2.1
34428,4,2,1,1,1,1,0,2,0,3,1,3
34429,2,1,1,1,1,1,1,0,1,5,2,2.4
34430,2,1,2,1,0,0,0,1,0,4,2,2.5
34431,3,2,1,1,0,0,0,1,1,3,1,1.5
34432,3,1,2,1,0,0,0,1,1,2,0,0.7
34433,2,1,2,0,0,0,1,0,0,2,0,1.8
34434,3,1,1,1,1,1,0,1,0,3,1,3.4
34435,3,3,1,1,1,1,0,2,1,2,0,1.7
34436,2,1,2,0,0,0,1,0,0,3,1,2.4
34437,2,1,2,0,0,0,1,0,1,3,1,1.8
34438,2,1,2,1,1,1,1,0,1,4,2,1.6
34439,1,1,2,1,0,0,0,1,1,3,1,4
34440,3,1,2,1,1,0,0,1,0,3,1,2.4
34441,3,1,1,1,0,0,0,1,1,1,0,0.6
34442,3,1,1,1,1,1,0,1,1,3,1,1.8
34443,3,1,2,1,0,0,0,1,1,3,1,3.9
34444,3,1,2,1,0,0,0,1,1,3,1,2.1
34445,3,1,1,1,1,1,0,1,1,3,1,3.8
34446,1,1,2,1,1,1,1,0,1,4,2,5.3
34447,4,1,2,1,0,0,0,1,1,2,0,1.5
34448,1,1,2,1,1,1,1,0,1,3,1,3.9
34449,2,2,2,1,0,1,0,2,1,1,0,2.9
34450,3,1,1,1,0,1,0,1,1,3,2,3.6
34451,2,1,2,1,0,0,1,0,1,4,2,2.6
34452,4,2,1,1,1,1,0,3,1,2,0,2
34453,1,2,2,0,0,0,0,2,1,4,2,4.1
34454,2,1,2,0,0,0,0,2,1,3,1,3.8
34455,3,1,1,1,0,0,1,0,0,2,0,1.6
34456,3,1,1,1,1,1,0,1,0,2,0,3.8
34457,3,1,1,0,0,0,0,1,0,3,1,3.4
34458,2,2,1,1,1,1,0,1,1,4,2,3.5
34459,2,2,1,1,1,1,0,1,1,2,0,1.8
34460,2,1,2,1,0,0,1,0,1,3,1,1.9
34461,1,1,2,1,0,1,1,0,1,3,1,2.8
34462,3,1,1,0,0,0,0,1,1,3,1,2.9
34463,2,1,2,0,0,0,1,0,1,3,1,3.3
34464,4,3,1,1,1,1,0,3,1,1,0,1.1
34465,3,2,1,1,0,0,0,2,1,4,2,2
34466,2,1,1,1,0,0,0,1,1,2,0,3.3
34467,3,1,1,1,1,1,1,0,1,2,0,2.6
34468,2,1,1,1,0,1,0,1,1,3,1,2.8
34469,3,1,1,1,1,1,0,1,0,2,0,1.8
34470,4,1,1,1,0,0,0,1,0,4,2,2.4
34471,2,1,1,1,0,0,1,0,0,2,0,2.2
34472,2,1,2,1,0,0,1,0,1,4,2,4.1
34473,3,2,1,1,0,1,0,2,1,3,1,2.5
34474,2,1,2,1,0,0,0,1,0,3,1,3.5
34475,4,2,1,1,0,1,0,3,1,2,0,2
34476,4,2,2,1,0,0,0,1,1,2,0,3.9
34477,2,2,1,1,1,1,0,2,1,3,1,2.9
34478,3,2,2,1,0,1,0,2,1,3,1,2.3
34479,3,2,1,1,0,1,0,1,1,3,1,3.3
34480,2,1,2,1,0,0,1,0,0,4,2,2.5
34481,2,1,2,1,0,0,0,1,0,2,0,3.1
34482,2,1,2,1,0,0,1,0,1,4,2,4.5
34483,1,1,2,0,0,1,1,0,1,2,1,2.2
34484,4,2,1,0,1,1,0,3,1,2,1,2.1
34485,2,2,1,1,0,0,0,2,1,2,0,1.8
34486,3,1,1,1,0,0,0,2,1,4,2,3.7
34487,3,1,1,0,1,0,0,1,0,3,1,2.8
34488,1,1,2,1,1,1,1,0,0,3,1,2.9
34489,3,1,1,0,0,0,0,1,0,3,1,2.4
34490,2,1,2,1,0,0,1,0,0,3,2,2.8
34491,4,2,1,1,1,1,0,2,1,3,1,1.2
34492,2,1,2,1,0,0,0,1,1,3,1,3.2
34493,2,1,2,1,1,1,1,0,1,4,2,2.6
34494,4,2,1,1,0,0,0,1,1,3,1,2.7
34495,2,1,2,1,1,1,0,1,1,4,2,3.2
34496,2,1,2,1,0,0,1,0,0,3,1,4.3
34497,3,2,2,1,0,0,0,2,1,3,1,1.2
34498,1,1,1,0,0,0,0,1,1,3,1,2.3
34499,1,1,2,0,0,1,1,0,0,3,1,3.2
34500,3,2,1,1,1,0,0,1,1,3,1,0.9
34501,2,1,2,1,0,0,1,0,0,3,1,3.1
34502,4,1,1,1,0,0,0,1,0,3,1,2.4
34503,1,1,2,0,0,0,1,0,0,3,2,3.1
34504,1,1,2,1,0,0,1,0,1,4,2,1.7
34505,1,1,2,1,0,0,1,0,1,3,1,2.5
34506,1,2,2,1,0,0,0,1,0,3,1,2.7
34507,3,1,1,1,0,0,0,1,1,1,0,2.3
34508,4,1,1,0,0,0,0,1,1,3,1,3.3
34509,3,1,1,0,0,0,0,1,1,4,2,1.7
34510,4,1,2,1,0,0,0,1,0,5,2,2
34511,2,1,2,0,0,0,0,1,1,2,0,1.8
34512,3,2,2,1,0,0,0,2,1,3,1,3.3
34513,2,1,2,1,0,1,1,0,0,3,2,1.8
34514,2,1,1,1,1,0,1,0,1,3,1,2.2
34515,2,2,1,0,0,0,0,1,1,2,0,1.7
34516,3,1,1,0,0,0,0,2,1,2,1,2.1
34517,2,2,1,1,0,0,0,1,1,3,1,2.1
34518,4,1,2,0,0,0,0,1,0,4,2,2.5
34519,1,1,2,0,0,0,1,0,1,3,1,3.1
34520,2,1,2,1,0,0,1,0,1,3,1,2.2
34521,2,1,1,1,0,0,1,0,1,2,1,2
34522,2,1,1,1,1,1,0,1,0,3,1,2.5
34523,2,1,2,1,0,0,1,0,0,3,1,3
34524,3,3,2,0,0,0,0,2,0,3,1,2.2
34525,3,1,1,1,0,0,0,2,1,2,0,3.4
34526,1,1,1,1,1,1,0,1,1,2,1,2.1
34527,2,1,2,0,0,0,0,1,0,2,1,2.9
34528,3,1,2,1,0,0,0,1,1,4,2,2
34529,3,1,1,1,0,0,0,2,0,2,1,1.9
34530,4,3,2,1,0,0,0,1,1,1,0,3.3
34531,2,1,2,1,0,0,1,0,1,2,0,4.3
34532,3,1,1,0,0,0,0,1,0,2,0,2.6
34533,3,1,2,0,1,0,0,1,0,3,1,0.7
34534,3,1,1,1,1,1,0,1,1,4,2,2.4
34535,3,1,2,1,1,1,0,1,1,4,2,2.9
34536,2,1,1,1,0,0,1,0,1,2,0,1.2
34537,3,1,1,0,1,1,0,1,1,3,1,2
34538,3,1,1,1,1,0,0,1,1,1,0,2
34539,4,1,2,0,1,1,0,1,0,2,1,0.2
34540,4,1,1,1,0,1,0,1,1,2,0,1.6
34541,2,1,2,1,0,0,1,0,1,3,1,3.4
34542,3,3,2,0,0,0,0,1,1,2,0,2.7
34543,4,2,2,1,0,0,0,1,0,1,0,2.3
34544,3,1,1,1,0,0,0,1,0,3,1,2.5
34545,2,1,2,1,1,0,0,1,1,2,0,1.3
34546,2,1,2,0,0,0,0,1,0,3,1,2.9
34547,3,1,2,1,0,1,0,1,0,3,1,3
34548,3,1,2,0,1,0,0,1,0,3,1,3.3
34549,3,1,2,1,1,0,1,0,1,4,2,2.9
34550,3,1,2,1,0,1,0,1,1,3,1,1.6
34551,2,1,1,0,0,0,0,1,0,3,1,2.3
34552,2,1,1,0,0,0,0,1,1,4,2,2
34553,2,2,2,1,0,0,0,1,1,4,2,3.5
34554,3,1,1,0,0,0,1,0,1,2,0,3.2
34555,3,1,2,1,0,0,0,1,0,4,2,2
34556,2,1,2,1,1,0,1,0,0,2,1,3.4
34557,4,2,2,0,0,0,0,1,0,3,1,2.8
34558,3,2,1,0,0,0,0,2,1,2,0,1.1
34559,4,2,1,1,0,1,0,3,1,1,0,1.7
34560,2,1,1,1,0,0,0,1,1,3,1,3.4
34561,3,1,1,1,0,0,0,1,1,2,0,3.1
34562,4,2,2,1,0,0,0,1,0,3,1,2.9
34563,1,1,2,1,0,0,1,0,1,3,1,3.2
34564,4,1,1,1,1,1,0,1,0,4,2,1.2
34565,3,1,2,0,0,0,0,1,0,4,2,4.1
34566,1,1,2,1,1,1,1,0,1,3,1,3
34567,3,1,1,1,0,0,0,1,1,4,2,2.7
34568,4,3,2,1,0,0,0,1,1,3,1,3.5
34569,3,2,1,1,0,0,0,1,0,4,2,1.4
34570,3,1,1,1,1,1,0,1,1,2,0,2.7
34571,1,1,2,1,0,0,1,0,1,4,2,1.2
34572,4,3,1,1,1,1,0,2,1,3,1,1.8
34573,2,1,1,1,0,0,1,0,1,3,1,2.6
34574,2,1,2,1,1,0,1,0,0,4,2,3.3
34575,2,2,1,1,0,0,0,2,1,2,0,3.5
34576,2,1,2,0,0,0,1,0,1,2,1,2.1
34577,2,1,1,1,0,0,0,1,1,3,1,4.1
34578,3,1,2,1,1,1,1,0,1,2,0,1.3
34579,4,1,2,0,0,0,0,1,1,3,1,2.2
34580,4,3,1,0,1,1,0,2,1,2,0,2
34581,4,2,1,1,1,1,0,2,1,2,1,3
34582,2,1,2,1,0,0,1,0,1,3,1,2.3
34583,4,2,1,1,0,0,0,1,1,3,1,3.7
34584,3,1,1,1,0,0,1,0,1,3,1,1.6
34585,3,1,2,1,0,0,0,1,1,3,1,3
34586,2,1,2,0,0,0,1,0,0,2,1,1.3
34587,3,1,2,0,0,0,0,1,0,3,1,1.9
34588,3,1,1,1,0,0,0,1,1,3,1,2.8
34589,2,2,2,1,1,1,0,2,0,2,0,0.9
34590,3,1,1,1,0,0,0,1,0,2,0,2.2
34591,1,1,2,0,0,0,1,0,0,2,0,2.5
34592,2,1,2,0,0,0,1,0,1,1,0,1.9
34593,3,1,1,0,0,0,0,1,0,2,0,0.7
34594,3,1,1,1,0,0,0,1,1,3,1,1.9
34595,3,1,2,1,1,1,0,1,1,3,1,2.8
34596,3,1,2,1,1,0,0,1,0,4,2,3.1
34597,3,2,1,0,1,1,0,1,1,2,0,1
34598,2,1,1,1,0,0,0,1,0,3,1,3
34599,2,3,2,1,0,0,0,1,1,3,1,2.7
34600,1,1,2,1,0,0,1,0,0,3,1,3.7
34601,3,1,1,1,0,1,0,1,0,4,2,3.2
34602,4,1,1,1,1,1,0,1,1,3,1,2.2
34603,3,1,1,1,1,0,0,1,1,3,1,3
34604,3,2,1,1,0,0,0,2,0,2,0,2.5
34605,3,1,1,0,1,1,1,0,0,4,2,3
34606,4,1,2,1,0,1,0,3,1,2,0,1.3
34607,3,2,1,1,1,1,0,2,1,4,2,0.5
34608,3,1,2,1,0,0,1,0,0,4,2,2.1
34609,3,1,1,1,0,0,0,1,1,3,1,3.5
34610,2,2,1,1,0,1,0,2,1,2,0,0.5
34611,2,1,2,1,1,1,1,0,1,3,1,2.2
34612,3,1,1,1,0,0,0,1,1,4,2,2.8
34613,2,1,2,1,0,0,0,1,1,2,1,3.2
34614,1,1,2,0,0,0,1,0,1,2,0,1.3
34615,2,1,2,0,0,0,1,0,0,3,1,2.8
34616,4,1,2,1,0,0,0,1,1,3,1,2.4
34617,2,1,2,0,0,0,1,0,0,2,0,1.4
34618,1,1,2,1,1,1,1,0,1,4,2,1.7
34619,2,2,1,1,0,0,0,1,1,3,1,1.7
34620,3,2,1,0,0,1,0,2,1,3,1,2.7
34621,4,3,1,1,1,1,0,2,1,1,0,1.4
34622,4,2,2,1,1,1,0,2,1,1,0,1.6
34623,3,1,1,0,0,0,0,1,0,2,1,1.5
34624,2,1,1,1,0,0,0,2,1,2,0,2.6
34625,3,1,1,1,0,0,0,1,0,3,1,2.1
34626,2,2,1,0,0,0,0,1,0,4,2,3.4
34627,3,2,2,0,0,0,0,2,1,2,0,2.2
34628,3,2,1,1,0,0,0,2,0,2,0,1.1
34629,3,1,1,1,1,1,0,1,1,4,2,2.8
34630,4,2,2,1,0,0,0,2,0,2,0,2.1
34631,4,1,1,1,1,1,0,1,1,2,1,2.4
34632,3,1,2,0,0,0,0,1,1,2,1,2.7
34633,3,1,2,1,0,0,0,2,1,3,1,1.9
34634,3,1,1,1,1,1,0,1,1,3,2,1.7
34635,4,2,1,1,0,0,0,2,0,4,2,2.7
34636,3,1,1,0,1,0,0,1,1,2,1,1.7
34637,2,1,2,1,1,1,0,1,0,3,1,1.9
34638,2,2,1,1,0,0,0,2,1,3,1,2.3
34639,1,1,2,1,0,0,1,0,1,3,1,3.3
34640,2,1,2,1,1,1,1,0,0,2,0,2.6
34641,2,1,2,1,0,1,1,0,1,4,2,2.2
34642,3,2,1,1,0,1,0,1,1,2,0,1.6
34643,2,1,1,1,0,0,1,0,1,3,1,3.2
34644,3,1,1,1,0,1,0,1,1,4,2,2.3
34645,3,1,2,0,0,0,0,1,0,2,0,1.8
34646,1,1,2,1,0,0,1,0,1,2,0,2.5
34647,2,1,2,1,0,0,1,0,0,3,1,2.6
34648,3,1,1,1,0,1,0,1,1,3,1,2.3
34649,2,1,1,1,1,1,0,1,1,4,2,3.6
34650,2,1,2,0,0,0,0,1,0,4,2,2.5
34651,2,3,2,1,0,0,0,1,0,4,2,3.4
34652,2,1,2,1,0,0,0,1,1,4,2,2.2
34653,4,1,2,0,0,0,0,1,0,2,0,3
34654,3,2,1,1,1,1,0,1,1,4,2,3.6
34655,2,1,2,0,0,0,1,0,1,3,1,2.9
34656,3,1,1,0,0,0,0,1,1,3,1,2.7
34657,3,1,2,1,1,0,0,1,1,1,0,2.4
34658,3,1,2,1,1,1,0,1,1,4,2,2.4
34659,1,1,2,1,0,0,1,0,1,4,2,2.2
34660,1,1,2,1,0,0,1,0,1,4,2,3
34661,1,1,2,1,0,0,1,0,1,3,2,2.7
34662,3,1,2,1,0,0,0,1,0,3,1,3.3
34663,4,1,1,0,0,0,0,1,0,4,2,2.5
34664,2,1,1,0,1,0,1,0,1,3,1,2.7
34665,3,3,1,0,0,0,0,1,0,2,0,2.4
34666,2,2,2,1,0,0,0,2,1,3,1,4
34667,4,2,1,1,1,1,0,1,1,3,1,2.8
34668,2,1,1,1,0,0,0,1,1,3,1,3.1
34669,2,1,2,0,0,0,1,0,0,3,1,2.8
34670,2,1,1,1,1,0,0,1,0,3,1,3.2
34671,2,1,1,1,0,0,0,1,1,3,1,3.5
34672,4,1,2,0,0,0,0,1,1,1,0,2.6
34673,2,1,1,1,1,1,0,1,1,2,0,1.2
34674,2,1,2,1,1,1,1,0,1,4,2,2.5
34675,3,1,2,0,1,1,1,0,0,3,1,3.7
34676,3,1,1,1,0,0,1,0,0,4,2,3.1
34677,3,1,2,0,0,0,0,1,0,3,1,2.1
34678,2,1,2,1,0,0,1,0,0,4,2,3
34679,3,1,2,1,1,1,0,1,1,2,0,3.1
34680,2,1,1,0,0,0,1,0,1,2,1,2.7
34681,3,1,2,1,1,1,0,1,0,3,1,1.9
34682,3,2,1,0,1,0,0,2,0,3,1,3.4
34683,4,2,2,1,1,1,0,1,1,1,0,1.2
34684,2,1,2,1,1,0,1,0,1,4,2,4.5
34685,3,2,1,0,0,0,0,2,1,2,1,1.5
34686,1,1,2,1,0,0,1,0,1,3,1,1.6
34687,2,1,1,1,0,0,0,1,1,4,2,3.8
34688,3,3,1,1,1,1,0,1,1,3,1,2.7
34689,3,2,1,0,0,0,0,1,1,1,0,2.2
34690,1,1,2,1,0,0,1,0,0,2,0,4.3
34691,3,1,1,0,0,0,0,1,1,3,1,3.4
34692,4,2,2,0,0,0,0,3,1,1,0,3.7
34693,3,1,2,0,0,0,0,1,0,4,2,1.3
34694,2,3,1,1,0,0,0,3,1,3,1,2.5
34695,1,1,2,0,0,0,1,0,1,3,1,2.4
34696,2,1,2,0,0,0,1,0,1,3,1,3.9
34697,4,1,1,1,1,0,0,1,1,3,1,1.3
34698,2,1,2,1,0,1,1,0,1,3,1,1.8
34699,1,1,2,1,0,0,1,0,1,3,1,1.7
34700,3,1,1,1,1,1,0,1,1,3,1,2.1
34701,2,1,2,1,0,0,1,0,1,5,2,2.1
34702,3,1,2,1,0,0,0,1,1,3,1,3.5
34703,3,1,1,1,0,0,0,1,1,3,1,3
34704,3,1,2,1,0,0,0,1,1,3,1,3.3
34705,3,1,2,1,0,0,0,2,1,3,1,1.8
34706,1,1,2,1,0,0,1,0,1,2,1,2.5
34707,1,1,2,1,0,0,1,0,1,2,1,2.1
34708,2,1,1,1,1,0,0,1,1,3,1,2.4
34709,2,1,2,0,0,0,1,0,1,3,1,2.5
34710,1,1,2,0,0,0,1,0,1,3,1,3.7
34711,1,1,2,0,0,0,1,0,1,3,1,1.4
34712,1,1,2,1,0,0,1,0,1,3,1,4.1
34713,2,1,2,0,0,0,0,2,1,1,0,2.5
34714,2,1,2,0,0,0,1,0,0,3,1,1.2
34715,2,1,2,0,1,1,1,0,0,4,2,1.8
34716,2,2,2,1,0,0,0,2,1,2,0,2.6
34717,3,1,1,1,1,1,0,1,0,3,1,1.1
34718,3,2,1,0,0,0,0,2,0,3,1,1.6
34719,2,1,2,0,0,0,0,1,0,2,0,3
34720,3,2,1,0,0,0,0,3,1,3,1,3.4
34721,2,1,2,0,1,0,1,0,0,3,1,3.1
34722,3,2,1,1,0,1,0,2,1,1,0,1.8
34723,4,1,1,1,1,1,0,1,0,4,2,1.1
34724,1,1,2,0,0,0,1,0,1,4,2,3.7
34725,3,3,2,0,0,0,0,2,0,3,1,3.2
34726,4,1,2,0,0,0,0,1,0,3,1,1.8
34727,3,1,2,1,0,0,0,1,1,4,2,1.5
34728,4,1,2,0,1,0,0,1,1,3,1,2
34729,1,1,2,0,0,0,1,0,1,2,0,3.3
34730,4,2,1,1,0,0,0,2,1,1,0,1.3
34731,2,1,2,1,0,0,0,1,0,3,1,3.1
34732,1,1,2,0,0,0,1,0,0,2,0,2.5
34733,4,2,2,0,0,0,0,1,0,3,1,3
34734,1,1,1,0,0,0,0,1,0,3,1,3.4
34735,2,1,2,0,1,0,1,0,1,2,1,1.7
34736,2,1,2,1,0,1,1,0,0,3,1,3.2
34737,2,1,2,0,0,0,1,0,1,3,1,1.6
34738,3,1,1,0,0,0,0,1,1,2,0,2
34739,3,2,1,0,0,0,0,2,1,2,0,2.2
34740,2,1,2,0,0,0,0,1,1,3,1,2.9
34741,1,1,2,1,1,1,1,0,1,2,1,0.4
34742,2,1,1,0,1,0,1,0,1,2,0,1.4
34743,2,1,1,0,1,1,1,0,1,3,1,1.9
34744,2,1,2,1,0,0,1,0,1,3,1,2.7
34745,2,1,2,1,1,1,1,0,0,4,2,2.4
34746,4,1,2,0,1,0,0,1,0,3,1,3.2
34747,2,1,2,1,0,0,0,1,1,2,0,1.7
34748,3,1,2,1,0,0,0,1,1,4,2,1.6
34749,2,1,1,0,0,0,0,1,0,3,1,2.1
34750,1,1,2,1,1,0,1,0,1,3,1,2.5
34751,2,1,2,0,0,0,1,0,0,4,2,3.9
34752,2,1,1,1,1,1,1,0,1,4,2,1.8
34753,4,1,2,0,0,0,0,1,0,3,1,2.9
34754,1,1,2,1,0,0,1,0,1,4,2,3.4
34755,4,1,1,1,1,1,0,1,1,3,1,1.5
34756,2,1,2,1,0,0,0,1,0,4,2,3.7
34757,3,1,2,1,1,1,0,1,0,2,0,2.3
34758,2,1,2,1,1,1,1,0,0,4,2,2.5
34759,3,3,2,1,1,0,0,1,1,2,0,2.6
34760,4,2,1,0,1,1,0,3,1,2,0,1.1
34761,2,1,1,1,0,0,0,1,1,4,2,3.3
34762,2,1,2,1,0,0,0,1,0,3,1,2.2
34763,3,1,1,1,0,1,0,1,1,2,1,2.6
34764,2,3,1,1,0,1,0,2,0,2,0,3.6
34765,3,2,1,1,0,0,0,1,1,4,2,2.5
34766,1,1,2,0,0,0,1,0,1,4,2,2.7
34767,3,1,1,1,0,1,0,2,1,4,2,1.7
34768,2,1,2,1,0,0,1,0,0,3,1,3.6
34769,2,2,1,1,1,1,0,1,1,3,1,2.4
34770,1,1,2,1,1,1,1,0,0,4,2,2.3
34771,2,1,2,1,1,1,1,0,0,4,2,2.3
34772,3,1,1,1,1,0,1,0,0,3,1,2.4
34773,3,1,1,0,0,0,0,1,1,2,0,0.9
34774,3,1,2,1,0,0,0,1,1,2,0,3.6
34775,2,1,2,1,1,0,1,0,0,2,0,3.5
34776,1,2,1,1,1,0,0,2,1,3,1,2.3
34777,4,2,1,1,1,1,0,2,0,3,1,2.2
34778,2,1,2,1,0,0,0,1,1,4,2,3.5
34779,2,1,2,1,0,0,1,0,1,3,1,2.3
34780,2,3,1,0,0,0,0,1,1,3,1,3.4
34781,3,1,2,0,1,0,0,1,0,4,2,2.6
34782,2,1,1,0,0,0,0,1,1,3,1,3.2
34783,2,2,2,1,0,0,0,1,1,3,1,2.4
34784,2,1,2,0,1,0,1,0,0,3,1,1.8
34785,2,1,2,1,1,1,1,0,1,4,2,3.8
34786,4,2,2,0,0,0,0,1,0,2,0,2.1
34787,1,1,1,0,0,0,1,0,1,2,0,1.9
34788,3,1,1,1,0,1,0,1,1,3,1,2.7
34789,3,2,1,1,1,0,0,2,1,2,0,2.4
34790,3,2,1,1,0,0,0,1,1,3,1,1.5
34791,2,1,2,1,0,0,1,0,1,4,2,1.5
34792,3,1,1,1,1,1,0,1,1,3,1,1
34793,3,1,1,0,0,0,1,0,1,2,0,1.8
34794,3,1,1,1,0,0,0,1,0,4,2,3.2
34795,1,2,2,1,0,0,0,2,1,2,0,2.4
34796,3,3,1,1,0,1,0,1,1,2,0,1.6
34797,2,1,1,1,0,0,0,1,1,4,2,1.4
34798,2,1,2,1,1,1,1,0,0,4,2,4.6
34799,1,1,2,1,0,0,1,0,0,3,1,3.5
34800,2,1,2,1,0,0,1,0,1,1,0,1.8
34801,3,1,1,1,0,0,0,1,1,2,0,3
34802,4,1,2,0,0,0,0,1,0,3,1,2.1
34803,3,3,2,0,0,0,0,2,0,3,1,3
34804,2,1,2,1,1,1,1,0,0,3,1,2.1
34805,3,2,1,0,0,0,0,1,1,1,0,2.2
34806,2,1,2,1,1,1,1,0,0,3,1,2.4
34807,2,1,2,1,1,0,1,0,1,4,2,3.4
34808,1,1,2,0,0,0,1,0,0,3,1,1.9
34809,1,1,2,0,0,0,1,0,1,3,1,1.9
34810,3,1,1,1,0,0,0,1,1,4,2,2.3
34811,3,1,1,1,1,1,0,2,1,2,0,3.1
34812,1,1,2,1,0,0,1,0,0,4,2,3.6
34813,2,1,1,1,1,0,1,0,1,3,1,2.1
34814,4,1,2,1,0,0,0,1,0,2,1,1.2
34815,2,1,1,0,0,0,1,0,0,4,2,2.1
34816,2,1,2,0,0,0,1,0,1,2,1,1.7
34817,3,2,1,1,0,0,0,3,1,1,0,2
34818,3,2,2,1,0,0,0,1,0,3,1,2
34819,4,1,1,1,1,1,0,1,1,2,1,2.6
34820,1,1,2,0,0,0,1,0,0,2,1,2.2
34821,1,1,2,1,0,0,1,0,0,4,2,2.3
34822,3,2,1,1,1,0,0,1,1,2,1,2.8
34823,2,1,1,1,0,0,0,1,0,4,2,3.7
34824,3,2,2,1,0,0,0,2,1,2,0,2
34825,3,2,1,1,0,0,0,1,1,4,2,0.4
34826,4,1,2,0,0,0,1,0,0,3,1,2.3
34827,2,1,2,0,0,0,1,0,1,2,1,2.3
34828,3,1,2,1,1,0,0,1,1,2,1,2.6
34829,1,3,2,1,0,0,0,2,1,4,2,2.5
34830,2,1,2,0,0,0,1,0,1,4,2,1.8
34831,3,1,2,0,0,0,1,0,0,2,0,1.1
34832,3,1,1,0,0,0,0,1,1,2,0,1.7
34833,3,1,1,1,0,0,0,1,1,4,2,1.2
34834,2,3,1,1,1,1,0,1,1,3,1,1.2
34835,4,3,1,1,1,1,0,2,1,2,0,2
34836,2,1,1,1,0,0,1,0,1,3,1,2
34837,3,2,1,1,1,1,0,1,1,3,1,2.7
34838,2,1,1,0,0,0,1,0,0,4,2,3.3
34839,3,1,1,1,1,1,0,1,1,4,2,1.1
34840,4,1,1,0,0,0,0,1,1,2,0,2.4
34841,3,1,1,0,1,0,0,1,1,2,1,2.7
34842,1,1,2,1,0,0,1,0,1,3,1,2.4
34843,3,2,2,1,1,1,0,1,1,4,2,1.9
34844,4,2,1,1,0,1,0,2,1,2,0,2
34845,2,1,2,1,0,0,1,0,1,2,1,1.5
34846,3,2,1,1,1,0,0,2,1,3,1,2.7
34847,2,1,2,1,1,1,0,1,1,3,1,3.1
34848,3,1,2,0,1,1,0,1,1,3,1,0.7
34849,4,2,1,1,0,0,0,2,1,3,1,2
34850,2,1,2,1,0,0,1,0,0,3,1,3.1
34851,2,1,1,1,1,0,1,0,1,3,2,2.4
34852,4,2,1,1,1,1,0,1,1,3,1,2.8
34853,3,1,1,0,0,0,0,1,0,3,1,1.7
34854,4,1,2,0,1,0,0,1,0,3,1,2.3
34855,3,1,2,1,0,1,0,1,1,4,2,3.4
34856,3,1,2,1,1,1,0,1,1,5,2,1.9
34857,3,3,1,1,0,1,0,2,1,1,0,1.7
34858,3,1,1,1,0,0,0,1,0,3,1,2.3
34859,3,2,1,1,0,0,0,1,0,1,0,2.8
34860,1,1,2,0,0,0,1,0,1,2,1,3.3
34861,3,1,1,1,0,0,0,1,1,2,0,3.1
34862,4,3,1,1,0,1,0,2,1,2,0,2.6
34863,4,1,2,1,1,1,0,1,0,3,1,1.5
34864,4,1,1,1,1,1,0,1,1,3,1,2.5
34865,2,1,2,0,0,0,0,1,0,3,1,2.1
34866,1,1,2,1,0,0,1,0,1,3,1,2.9
34867,2,3,2,1,0,0,0,2,1,3,1,3.5
