,education,married,wr_01,wr_06,wr_new,age_10s,age4,race_white,Mach_score,mach_per,tp_score
9835,1,1,0,0,0,0,0,0,2.85,1,2.9
9836,3,1,1,1,0,0,1,1,4,2,2.2
9837,2,1,1,0,0,0,1,1,4.2,2,1.7
9838,2,1,1,0,0,0,0,0,3.25,1,2.9
9839,1,1,1,0,0,0,0,0,4.8,2,2.9
9840,2,1,1,1,1,0,0,1,4.5,2,2.6
9841,3,1,1,0,0,0,1,1,2.15,0,2.6
9842,1,1,0,0,0,0,0,1,4.15,2,2.6
9843,3,2,1,1,1,0,2,1,2.15,0,2
9844,3,3,1,0,1,0,1,1,2.8,1,2.7
9845,4,2,1,0,0,0,1,1,3.15,1,3.1
9846,3,3,1,1,1,0,1,1,2.85,1,0.7
9847,1,1,1,1,0,0,0,1,3.7,1,3.4
9848,3,1,1,1,1,0,1,1,3.5,1,2.8
9849,2,1,1,0,0,0,1,1,3.95,1,2.9
9850,4,2,1,1,1,0,2,1,4.25,2,2.8
9851,2,1,0,0,0,0,0,1,2.4,0,2.2
9852,4,2,1,0,0,0,1,0,2.25,0,1.6
9853,3,2,0,0,0,0,1,0,3.3,1,1.9
9854,2,1,1,0,0,0,1,0,3.25,1,0.8
9855,3,2,1,1,1,0,2,1,2.4,0,1.1
9856,3,1,1,0,0,0,2,0,3.4,1,3.4
9857,2,1,1,0,0,0,0,0,4.7,2,2.9
9858,3,2,1,0,0,0,1,1,3.25,1,2.2
9859,3,3,1,0,1,0,2,1,2.25,0,0.2
9860,2,1,1,1,0,0,1,1,2.8,1,2.1
9861,1,1,0,1,0,0,0,1,3.15,1,1.6
9862,3,3,1,0,0,0,3,1,2.4,0,1.3
9863,3,2,1,0,0,0,1,1,3.35,1,3.5
9864,2,1,1,1,1,0,0,1,4.5,2,2.1
9865,2,1,1,0,0,0,0,1,2.9,1,1.9
9866,3,1,1,0,0,0,1,1,2.95,1,3
9867,3,2,1,0,0,0,1,0,2.55,0,1
9868,2,1,1,0,0,0,1,1,4.25,2,2.2
9869,3,1,0,0,0,0,1,1,3.05,1,3
9870,4,2,1,1,0,0,1,1,2.5,0,1.2
9871,4,2,1,1,1,0,2,0,3.95,1,2.4
9872,4,1,1,0,0,0,1,1,2.35,0,2.9
9873,1,1,1,0,0,0,0,1,2.65,0,1.9
9874,2,1,1,1,1,0,0,1,2.05,0,2.4
9875,2,1,1,0,0,0,2,1,3.95,1,3.1
9876,1,1,1,1,0,0,0,1,4.05,2,2.3
9877,4,1,1,1,1,0,2,1,4.55,2,3.4
9878,3,2,1,0,1,0,2,1,1.95,0,3
9879,2,1,1,0,0,0,1,1,3.1,1,3.2
9880,1,1,1,1,1,0,0,0,3.9,1,2.4
9881,2,1,1,0,0,0,0,0,5,2,1.9
9882,3,2,1,1,1,0,2,1,3,1,1.2
9883,2,1,1,0,0,0,1,1,3,1,2.6
9884,2,1,1,0,0,0,0,0,2.85,1,2
9885,2,2,1,1,1,0,1,1,1.9,0,3.1
9886,2,1,1,0,0,0,0,0,3.85,1,1
9887,3,1,1,0,0,0,1,0,3.55,1,2.8
9888,3,1,1,1,0,0,1,1,2.9,1,1.7
9889,2,1,1,1,1,0,0,1,3.9,1,2
9890,4,1,1,1,1,0,1,1,3.1,1,1.9
9891,3,2,1,0,1,0,3,1,2.65,0,2.4
9892,3,2,1,1,1,0,1,1,3.85,1,2.3
9893,2,1,1,0,0,0,0,1,4.6,2,2.2
9894,2,1,1,0,0,0,0,1,3.3,1,1.9
9895,3,2,0,0,0,0,1,1,4,2,3.1
9896,2,1,0,1,0,0,0,1,2.85,1,2.3
9897,4,2,1,0,0,0,2,1,4.25,2,1.1
9898,3,1,1,0,1,0,1,1,3.9,1,3.7
9899,3,2,0,0,0,0,1,0,1.55,0,1.7
9900,4,2,1,1,1,0,3,1,3.35,1,2.3
9901,4,1,1,0,0,0,2,0,3.55,1,0.6
9902,2,1,0,0,0,0,0,0,4.35,2,3.1
9903,2,2,0,0,0,0,1,1,3.3,1,2.7
9904,3,2,1,1,1,0,3,1,2.55,0,3.6
9905,3,1,1,1,0,0,1,1,1.35,0,1.9
9906,2,1,1,0,0,0,0,1,4.15,2,3.5
9907,2,1,1,0,0,0,0,1,2.95,1,2.7
9908,2,1,0,0,0,0,0,0,3.7,1,2.6
9909,1,1,1,0,0,0,0,1,4.35,2,2.1
9910,3,1,0,0,0,0,1,1,4.2,2,1.7
9911,3,1,0,0,0,0,0,0,4,2,3.3
9912,2,2,1,0,0,0,1,1,1.75,0,0.6
9913,3,1,1,1,1,0,2,1,4.1,2,3.4
9914,3,2,1,0,0,0,1,1,3.85,1,4.1
9915,4,1,1,1,1,0,1,1,2.05,0,1.1
9916,3,1,1,1,1,0,1,1,2.6,0,2.4
9917,2,3,1,0,0,0,2,1,2.2,0,2.6
9918,2,1,1,0,0,0,1,0,3.3,1,3.5
9919,2,1,1,0,0,0,0,1,3.05,1,2.4
9920,2,1,0,0,0,0,0,1,3.75,1,3.4
9921,2,1,1,0,0,0,1,1,3.3,1,2.1
9922,3,1,1,0,0,0,1,1,4.3,2,2.7
9923,3,1,1,1,1,0,0,1,4.95,2,3.7
9924,2,1,1,0,0,0,0,1,2.6,0,2.2
9925,4,1,1,0,0,0,1,0,2.9,1,2.4
9926,2,1,1,0,0,0,0,1,3.6,1,1.9
9927,1,1,1,0,0,0,0,1,3.45,1,4.5
9928,2,3,1,1,1,0,2,1,4.7,2,2.2
9929,1,1,1,0,0,0,0,0,4,2,3.4
9930,4,1,1,1,1,0,2,1,4.55,2,3
9931,3,1,1,0,0,0,0,1,3.35,1,1.7
9932,3,2,0,0,0,0,2,1,2.15,0,1.9
9933,3,2,1,1,1,0,1,1,2.5,0,2.2
9934,2,1,1,0,0,0,1,1,2.5,0,3.3
9935,1,1,1,0,0,0,0,1,3.8,1,2
9936,2,1,1,0,0,0,0,1,3.35,1,2.7
9937,4,1,0,0,0,0,1,0,3.2,1,0.7
9938,3,1,1,0,0,0,1,1,3.65,1,2.3
9939,2,3,1,0,0,0,2,1,3.2,1,3.2
9940,3,1,1,0,0,0,1,0,2.8,1,2.3
9941,2,1,1,0,0,0,1,1,2.6,0,3.6
9942,4,2,1,1,1,0,1,1,3,1,1.1
9943,4,2,1,1,1,0,2,1,3.9,1,2.7
9944,2,2,1,0,0,0,1,1,4.6,2,2.4
9945,4,2,0,1,1,0,2,1,3.65,1,2.1
9946,3,1,1,0,0,0,1,0,3.7,1,1.5
9947,3,1,1,0,0,0,1,1,4.1,2,3.7
9948,2,1,0,0,0,0,1,1,3.1,1,0.7
9949,2,3,1,1,1,0,2,1,2.75,1,2.1
9950,4,2,1,1,1,0,2,1,2.45,0,2.2
9951,2,1,1,1,0,0,1,0,4.95,2,2.5
9952,1,1,0,1,1,0,0,1,4.45,2,3.2
9953,2,1,1,0,0,0,0,1,2.75,1,3
9954,3,2,0,0,0,0,1,0,2.85,1,3.8
9955,4,2,1,1,0,0,1,1,4.8,2,1.4
9956,3,2,1,0,1,0,2,1,3.1,1,0.7
9957,1,1,0,0,0,0,0,0,3.85,1,3
9958,1,1,0,0,0,0,0,1,4.65,2,3.3
9959,2,1,0,0,0,0,0,0,4.95,2,4.2
9960,1,2,0,0,1,0,2,1,3.9,1,1.9
9961,1,1,1,0,0,0,0,0,3.2,1,3.5
9962,4,2,1,0,0,0,2,1,5,2,3.3
9963,4,3,1,0,1,0,2,1,3.5,1,3
9964,1,1,1,0,0,0,0,1,3.05,1,1.6
9965,1,2,1,0,0,0,0,0,3.85,1,3.6
9966,2,1,0,0,0,0,1,1,3.1,1,1.8
9967,3,1,1,0,0,0,1,1,2.9,1,2
9968,2,1,1,0,0,0,1,1,3.65,1,2.8
9969,3,1,1,1,0,0,1,0,4.6,2,2.2
9970,1,1,0,0,0,0,0,0,3,1,3.4
9971,3,1,1,0,0,0,0,0,3.55,1,2.3
9972,3,2,1,0,0,0,1,1,3.5,1,2.9
9973,2,1,1,0,0,0,1,1,2.05,0,3
9974,4,2,0,0,0,0,1,0,2.9,1,3
9975,2,1,0,0,0,0,0,0,2.9,1,2.7
9976,4,3,1,0,0,0,2,1,3.55,1,1.6
9977,4,1,1,0,0,0,1,0,5,2,2.3
9978,2,1,1,0,0,0,0,1,2.4,0,3.1
9979,2,1,1,1,1,0,0,1,3.9,1,2.9
9980,2,1,1,0,0,0,1,1,2.85,1,2.5
9981,2,1,1,0,0,0,1,1,3.55,1,3.2
9982,4,1,1,1,1,0,2,1,4.55,2,3
9983,2,3,1,0,0,0,1,1,4.1,2,3.2
9984,4,1,1,0,0,0,1,1,3.2,1,2
9985,3,1,0,0,0,0,1,1,3.15,1,1.4
9986,4,2,0,0,0,0,1,1,4.4,2,2.2
9987,2,1,0,0,0,0,0,0,2.9,1,2.5
9988,2,3,1,0,0,0,1,1,3.6,1,3.4
9989,2,1,1,0,0,0,0,0,4.45,2,3.1
9990,1,1,0,0,0,0,0,1,2.45,0,2.8
9991,2,1,0,0,0,0,0,1,4.55,2,2.7
9992,3,1,0,0,0,0,0,0,2.65,0,2.2
9993,3,2,1,1,1,0,2,1,2.35,0,1.3
9994,2,1,0,0,0,0,0,1,3.55,1,3.8
9995,1,1,0,0,0,0,0,1,1.9,0,3
9996,1,1,0,0,0,0,0,0,4.6,2,0.2
9997,2,1,1,0,0,0,0,1,3.05,1,1.5
9998,3,1,1,0,0,0,1,1,2.6,0,3.7
9999,2,1,0,0,0,0,1,1,3.25,1,2
10000,3,1,0,0,0,0,1,1,4.05,2,2.6
10001,2,2,1,0,0,0,1,0,4.8,2,2.1
10002,4,2,0,0,1,0,3,0,3.15,1,2.6
10003,3,1,0,1,1,0,1,1,3.1,1,2.9
10004,3,3,1,1,0,0,2,1,3.1,1,1.5
10005,1,1,0,0,0,0,0,0,4.85,2,1.8
10006,2,1,0,0,0,0,0,1,2.6,0,3.3
10007,3,2,1,1,1,0,1,1,4.45,2,2.2
10008,2,1,0,0,0,0,0,0,3.2,1,3.3
10009,3,3,1,1,1,0,2,1,4.15,2,2
10010,1,1,1,0,0,0,0,1,3.45,1,2.7
10011,3,1,1,0,0,0,1,1,2.8,1,3.1
10012,1,1,0,0,0,0,0,1,3.7,1,4.1
10013,3,1,1,1,1,0,1,1,3.6,1,2.4
10014,3,1,1,0,1,0,1,0,3.15,1,3.4
10015,3,1,1,1,1,0,0,1,3.6,1,2.1
10016,3,1,1,0,1,0,1,1,2.8,1,2
10017,2,3,1,0,0,0,1,1,2.05,0,1.8
10018,2,1,0,0,0,0,0,0,3.7,1,2.2
10019,3,1,1,1,1,0,1,1,4,2,2.4
10020,4,2,1,1,1,0,2,1,3.65,1,1.9
10021,1,1,1,0,0,0,1,1,4.2,2,3.1
10022,3,1,1,1,1,0,1,0,4.6,2,1.2
10023,2,1,1,0,0,0,0,1,4.25,2,1.6
10024,3,2,0,0,1,0,2,1,1.75,0,3.3
10025,1,1,0,0,0,0,0,1,4.65,2,3.1
10026,2,1,1,0,0,0,0,1,2.45,0,3.2
10027,3,1,1,0,1,0,2,0,2.5,0,1.3
10028,2,1,1,1,1,0,0,0,3.55,1,3.3
10029,2,1,1,0,0,0,0,1,2.1,0,2.3
10030,2,1,1,1,0,0,0,1,3.65,1,4.2
10031,4,1,1,1,1,0,1,1,3.05,1,3.4
10032,2,1,1,0,0,0,0,0,3.8,1,2.8
10033,3,2,1,1,1,0,2,0,2.9,1,2.4
10034,2,3,0,0,0,0,2,1,3.8,1,2.3
10035,4,1,1,1,0,0,1,1,1.9,0,2.7
10036,4,1,1,0,0,0,1,0,4.55,2,2.9
10037,2,1,1,1,1,0,0,1,4.45,2,1.8
10038,1,1,1,0,0,0,1,0,3.1,1,2.3
10039,3,1,1,0,0,0,1,1,3.1,1,1
10040,3,2,1,1,1,0,2,1,3.1,1,0.5
10041,2,1,1,0,0,0,0,1,3.3,1,2.7
10042,3,2,1,1,1,0,1,1,1.95,0,2.3
10043,2,1,1,0,0,0,0,1,2.85,1,3.4
10044,2,1,0,0,0,0,0,1,2,0,1.3
10045,2,1,1,1,1,0,1,0,2.75,1,2.1
10046,4,3,1,0,1,0,1,1,3.1,1,2.8
10047,1,1,1,0,0,0,0,1,4.1,2,1.5
10048,3,1,1,0,0,0,1,1,2.8,1,1.3
10049,2,1,0,1,0,0,0,1,3.1,1,1.9
10050,3,2,0,1,1,0,1,1,3.65,1,2.5
10051,2,2,1,0,0,0,2,1,4.55,2,0.8
10052,4,2,1,1,1,0,2,1,1.4,0,1.6
10053,2,1,1,0,0,0,0,1,3.9,1,2.8
10054,1,1,1,0,0,0,0,1,3.55,1,1.8
10055,3,2,1,0,0,0,1,1,2.9,1,3
10056,3,1,1,1,1,0,1,1,4.25,2,1.9
10057,2,1,0,0,0,0,1,0,2.5,0,1.6
10058,3,1,1,0,0,0,1,1,3.8,1,1.3
10059,2,1,1,1,1,0,0,1,4.1,2,1.9
10060,2,1,0,0,0,0,0,1,2.95,1,3.1
10061,4,1,0,0,0,0,1,0,3.8,1,2.2
10062,3,1,1,1,0,0,1,1,3.45,1,2.6
10063,4,2,1,0,0,0,1,1,4.05,2,1.5
10064,4,2,1,1,1,0,1,0,3.6,1,1.2
10065,2,1,1,1,1,0,1,1,2.8,1,2.6
10066,4,1,1,1,1,0,1,1,3.4,1,2.1
10067,1,1,1,0,0,0,0,1,4.05,2,2
10068,2,2,1,0,0,0,2,1,2.4,0,3.3
10069,4,2,0,0,0,0,2,0,3.3,1,1
10070,3,2,1,1,1,0,2,1,1.65,0,1.5
10071,2,1,1,0,0,0,1,1,2.55,0,3
10072,3,2,1,1,1,0,2,0,2.35,0,1.1
10073,4,2,1,1,1,0,2,1,3.1,1,2.7
10074,3,1,0,0,0,0,0,0,3.2,1,2.3
10075,3,2,0,0,0,0,1,0,3.85,1,2.1
10076,4,1,1,0,0,0,1,1,4.05,2,3.4
10077,3,1,1,0,0,0,1,1,2.7,0,3.7
10078,4,1,0,0,1,0,1,0,3.25,1,2.7
10079,4,1,1,0,0,0,1,0,3.15,1,1.8
10080,2,1,0,0,0,0,1,0,3.15,1,3.5
10081,3,1,1,0,0,0,1,0,4.15,2,3.1
10082,3,1,1,0,0,0,1,1,1.95,0,1.4
10083,2,1,1,1,0,0,0,0,3.8,1,2.4
10084,1,3,0,0,0,0,2,1,3,1,2.6
10085,3,3,1,0,0,0,1,0,4.5,2,2.1
10086,2,1,1,1,0,0,0,0,4.4,2,2.6
10087,2,1,0,0,0,0,1,0,4.25,2,3
10088,3,1,0,0,0,0,1,0,3.35,1,2.4
10089,3,1,1,0,0,0,1,0,3.95,1,2.5
10090,4,1,0,0,0,0,1,1,3.55,1,1.2
10091,3,1,1,1,1,0,2,1,3.3,1,2.1
10092,4,2,1,0,0,0,2,1,3.4,1,3.6
10093,3,1,1,1,0,0,1,1,3.05,1,2.1
10094,2,1,1,0,0,0,0,0,3.85,1,4.4
10095,3,1,1,1,1,0,1,1,3.85,1,3.9
10096,1,1,0,0,0,0,0,1,4.45,2,3.9
10097,1,1,0,0,0,0,0,1,2.55,0,2.3
10098,4,1,0,0,0,0,1,0,3.35,1,3.4
10099,4,1,0,1,1,0,1,1,3.3,1,1.7
10100,3,1,1,1,1,0,1,1,2.7,0,3.1
10101,2,3,1,0,0,0,1,0,3.3,1,3.8
10102,3,1,1,0,0,0,1,1,4,2,2.8
10103,1,1,1,1,0,0,0,0,3.45,1,3.1
10104,1,1,1,0,1,0,0,1,4.8,2,2.3
10105,1,1,0,0,0,0,0,0,3.3,1,2.9
10106,4,2,1,1,0,0,1,1,2.45,0,2.9
10107,4,2,0,0,0,0,2,1,3.4,1,0.7
10108,1,1,1,1,0,0,0,0,3.25,1,3.6
10109,1,1,0,0,0,0,0,0,3.5,1,3.4
10110,3,1,1,0,0,0,1,1,3.35,1,1.6
10111,3,1,1,0,0,0,1,1,2.3,0,2.7
10112,2,1,1,0,1,0,1,1,4.45,2,4.4
10113,3,1,1,1,1,0,1,1,2.45,0,2.7
10114,3,1,1,0,1,0,0,0,3.15,1,2.5
10115,4,1,0,1,0,0,1,1,1.85,0,0.6
10116,3,1,1,1,1,0,0,1,3.75,1,1.1
10117,3,1,1,0,1,0,2,1,3.35,1,1.8
10118,2,1,0,0,0,0,1,1,2.6,0,2.4
10119,2,1,1,0,0,0,0,1,3.35,1,3.1
10120,2,1,0,0,0,0,0,0,4.25,2,1.8
10121,4,2,1,1,1,0,1,1,3.85,1,1.5
10122,1,1,1,0,0,0,1,1,3.55,1,2
10123,3,2,1,1,1,0,2,0,3.25,1,1.4
10124,2,1,1,1,0,0,0,0,2.95,1,1.8
10125,3,3,0,0,0,0,2,0,2.35,0,1.2
10126,2,1,0,0,0,0,0,0,3.45,1,2.3
10127,4,2,1,0,1,0,1,1,2.25,0,1.7
10128,2,1,1,0,0,0,0,0,4,2,2.7
10129,1,1,1,0,0,0,0,1,3.5,1,2.8
10130,2,3,0,1,0,0,1,0,4.4,2,3.8
10131,3,1,1,1,1,0,1,1,3.6,1,2.7
10132,4,1,0,0,0,0,1,0,3.85,1,2.4
10133,2,1,1,1,0,0,0,0,3.25,1,1.2
10134,2,2,0,0,0,0,0,0,2.25,0,2.9
10135,4,1,1,1,0,0,1,0,3.65,1,2.6
10136,3,2,0,1,1,0,1,1,2.6,0,2.8
10137,2,1,1,0,0,0,1,1,4,2,4
10138,3,1,1,1,1,0,1,1,3.55,1,3.3
10139,2,1,1,0,0,0,0,1,4.25,2,4
10140,1,3,1,1,1,0,1,1,3.1,1,2.7
10141,3,2,1,1,1,0,2,0,3.75,1,2.6
10142,2,1,0,0,0,0,0,1,4.6,2,3.4
10143,2,1,1,0,0,0,0,0,2.9,1,2.3
10144,3,2,1,1,1,0,1,1,3.85,1,2.6
10145,2,1,1,0,0,0,0,0,2.5,0,3.8
10146,3,2,0,0,0,0,2,1,3.55,1,3.2
10147,2,1,1,0,0,0,0,1,2.15,0,2.7
10148,3,1,0,0,0,0,1,1,2.7,0,1.7
10149,4,2,1,0,0,0,1,1,3.15,1,2.3
10150,2,1,1,0,0,0,1,1,4.65,2,3.1
10151,3,1,1,0,0,0,1,0,3.7,1,2.3
10152,4,1,1,1,1,0,1,1,2.9,1,2.8
10153,1,1,1,1,1,0,0,1,3.5,1,3.1
10154,2,1,0,0,0,0,0,1,3.5,1,2.2
10155,2,1,1,0,0,0,0,1,3.35,1,2
10156,2,1,0,0,0,0,0,0,3.4,1,3.8
10157,2,1,1,1,1,0,1,0,3.2,1,3.6
10158,2,1,0,0,0,0,1,1,3.2,1,2.4
10159,3,1,1,0,0,0,1,1,3.6,1,2.9
10160,3,2,1,1,1,0,1,1,4.65,2,3
10161,2,1,1,0,0,0,1,1,4.1,2,2.3
10162,2,1,0,0,0,0,0,1,2.8,1,2.1
10163,3,1,1,0,0,0,1,1,2.95,1,3.3
10164,2,1,0,0,1,0,1,1,3.45,1,2.9
10165,2,1,1,0,0,0,1,0,3.35,1,2.4
10166,3,2,1,0,1,0,1,1,3.85,1,2.6
10167,4,1,1,1,1,0,2,1,2.4,0,2.4
10168,3,2,1,0,1,0,1,1,4.05,2,0.8
10169,3,1,0,0,0,0,1,1,2.25,0,1.3
10170,2,2,1,0,0,0,2,0,2.05,0,2.1
10171,2,1,0,1,0,0,0,0,3.6,1,4
10172,1,1,1,0,0,0,0,0,2.35,0,2.5
10173,2,1,0,0,0,0,0,1,4.2,2,3.4
10174,2,1,0,0,0,0,0,0,4,2,1.5
10175,2,1,1,1,0,0,1,1,4.3,2,2
10176,4,3,1,1,0,0,2,1,4.05,2,1.8
10177,3,2,1,0,0,0,1,1,3.65,1,3.6
10178,2,1,1,0,1,0,0,1,4.2,2,2.4
10179,4,2,1,1,0,0,1,1,3.15,1,2.1
10180,2,1,1,0,0,0,1,0,4,2,3.3
10181,3,3,1,1,1,0,1,1,2.2,0,2
10182,3,1,1,0,0,0,1,1,3.3,1,2.7
10183,3,1,1,0,0,0,1,0,4.45,2,1.3
10184,3,2,1,0,0,0,2,1,3.5,1,2.7
10185,4,1,0,0,0,0,2,1,3.05,1,1.5
10186,3,1,0,1,0,0,1,1,3.3,1,1.6
10187,2,1,1,0,0,0,0,0,3.55,1,3.7
10188,3,2,1,0,0,0,2,1,2.8,1,2.8
10189,3,1,1,0,1,0,1,1,3.5,1,2.4
10190,3,1,0,1,1,0,1,1,3.45,1,3.3
10191,3,1,1,0,0,0,0,1,1.8,0,1.3
10192,4,1,0,0,0,0,1,1,4.1,2,1.7
10193,2,1,1,0,0,0,1,1,4.1,2,3.9
10194,3,1,1,0,0,0,2,1,4.55,2,2
10195,1,1,1,0,0,0,0,1,2.5,0,1.9
10196,3,1,1,1,1,0,0,1,3.45,1,2.2
10197,3,3,1,0,0,0,1,0,4.4,2,1.5
10198,2,1,1,0,0,0,0,1,4.5,2,2.1
10199,2,1,0,0,0,0,1,1,4.6,2,3.8
10200,3,3,1,1,1,0,3,0,4,2,1
10201,3,1,1,1,1,0,1,1,3.95,1,1.8
10202,1,1,0,0,0,0,0,0,3.95,1,3.2
10203,3,1,1,0,0,0,1,1,4.7,2,0.8
10204,3,1,1,0,0,0,1,1,3.9,1,2.4
10205,2,3,0,0,0,0,2,1,4.05,2,4.3
10206,3,2,1,0,0,0,2,1,2.7,0,2
10207,4,2,1,1,1,0,2,1,2.25,0,1.5
10208,2,1,1,0,0,0,1,0,3.65,1,3.7
10209,2,1,0,0,0,0,0,0,4.05,2,1.9
10210,3,1,1,1,1,0,1,1,4.7,2,3.6
10211,4,1,1,1,1,0,1,0,4.4,2,2.5
10212,3,1,1,0,0,0,1,0,4.65,2,2.5
10213,2,1,1,1,0,0,0,0,3.85,1,2.9
10214,1,1,1,1,1,0,0,1,4.2,2,3
10215,2,1,1,0,0,0,1,1,2.15,0,3.2
10216,1,1,1,0,0,0,0,1,3.85,1,2.1
10217,3,1,1,0,0,0,1,1,4.45,2,3.6
10218,2,1,1,1,0,0,0,1,3.55,1,1.9
10219,1,1,0,1,0,0,0,1,3.65,1,1.6
10220,1,1,1,0,0,0,0,1,2.15,0,2
10221,3,1,1,1,1,0,1,1,5,2,2.4
10222,4,1,1,0,0,0,1,0,2.7,0,2.6
10223,3,1,0,0,0,0,1,0,4.2,2,1.3
10224,2,1,1,0,0,0,0,1,2.8,1,2.4
10225,4,1,1,1,1,0,2,1,2.7,0,2.1
10226,1,1,1,0,0,0,0,0,3.3,1,2.7
10227,3,1,1,0,0,0,1,0,4.4,2,2.3
10228,4,2,0,0,0,0,2,0,2.6,0,2.9
10229,1,1,1,0,1,0,0,0,3.5,1,1.8
10230,2,1,1,0,0,0,2,1,4.15,2,1.9
10231,1,1,1,0,0,0,0,1,4.35,2,2.7
10232,3,1,1,1,0,0,0,1,4.55,2,3
10233,2,1,1,0,0,0,0,1,3,1,3.2
10234,3,2,1,0,1,0,2,1,2.45,0,2.3
10235,4,1,1,0,0,0,1,0,3.7,1,3.3
10236,3,1,1,0,0,0,1,0,2.9,1,3.5
10237,4,1,1,0,0,0,1,1,3.5,1,3.6
10238,4,2,1,0,0,0,2,1,3.15,1,2
10239,1,1,1,0,0,0,0,1,4.2,2,3.2
10240,4,2,1,0,0,0,2,1,1.8,0,1
10241,3,1,0,0,0,0,1,0,3.95,1,2.9
10242,4,2,1,0,1,0,2,1,3.05,1,0.5
10243,3,2,1,1,1,0,2,1,1.65,0,1
10244,4,1,0,1,0,0,0,0,4.55,2,1.9
10245,2,2,0,0,0,0,1,1,3.6,1,3
10246,2,2,1,1,1,0,3,1,2.85,1,2.2
10247,2,1,1,1,1,0,1,0,2.65,0,0.8
10248,3,2,1,0,0,0,2,1,4.6,2,1.2
10249,3,3,1,0,0,0,1,1,4,2,3.8
10250,3,1,0,0,0,0,1,1,4,2,3
10251,2,1,1,1,1,0,1,1,2.45,0,3
10252,3,2,1,0,1,0,2,1,4.4,2,1.8
10253,4,2,1,1,1,0,2,1,2.5,0,1.5
10254,4,1,0,0,0,0,0,0,2.95,1,4
10255,2,2,1,0,0,0,2,1,2.75,1,2.3
10256,3,3,1,0,0,0,2,1,2.5,0,1.5
10257,3,1,1,0,1,0,1,1,3.95,1,3.3
10258,4,1,1,0,1,0,1,1,4.15,2,3.4
10259,3,1,1,1,1,0,1,1,2.05,0,2.9
10260,1,1,1,0,0,0,0,1,3.85,1,2.6
10261,2,2,1,0,1,0,1,1,3.4,1,2.8
10262,4,3,1,1,1,0,2,0,2.5,0,2.3
10263,3,1,1,1,1,0,1,0,3.35,1,2.8
10264,3,1,0,0,0,0,0,0,4.15,2,3.1
10265,3,1,0,0,0,0,1,0,4.75,2,1.9
10266,3,2,1,0,0,0,1,1,4.45,2,2.9
10267,2,1,0,0,0,0,1,0,2.55,0,3.2
10268,4,2,1,0,0,0,2,1,2.1,0,1.4
10269,2,1,1,0,0,0,0,1,4.5,2,4.7
10270,2,1,1,1,1,0,0,1,3.25,1,2.8
10271,2,1,0,1,0,0,0,1,4.4,2,2.8
10272,4,1,0,0,0,0,1,0,4,2,1.5
10273,3,1,1,1,0,0,0,0,3.9,1,2.6
10274,3,1,1,0,0,0,1,0,3.25,1,3
10275,2,1,1,0,1,0,0,1,2.95,1,1.5
10276,2,3,1,0,0,0,2,0,2.35,0,1.4
10277,3,1,0,0,0,0,1,1,3.9,1,2.3
10278,1,1,0,0,0,0,0,1,3.8,1,2.5
10279,2,2,1,0,0,0,2,1,2.15,0,2
10280,3,2,1,0,0,0,1,1,2.85,1,2.2
10281,3,2,0,0,0,0,1,1,4.7,2,3.2
10282,2,1,1,1,0,0,0,0,3.85,1,2.5
10283,3,1,1,0,1,0,1,1,3.95,1,2.8
10284,2,1,0,0,0,0,0,0,3.45,1,2.7
10285,2,2,1,0,1,0,1,1,3.7,1,2.3
10286,4,2,1,1,1,0,2,1,4.05,2,3.1
10287,2,3,1,0,0,0,3,1,3,1,1.7
10288,4,1,1,0,0,0,1,1,2.95,1,2.8
10289,4,2,1,1,1,0,2,1,2.05,0,2.2
10290,4,2,1,1,1,0,1,0,4.3,2,2.5
10291,3,1,0,0,0,0,1,1,4.5,2,3.8
10292,2,1,1,1,1,0,0,0,4.1,2,3.6
10293,2,1,0,0,0,0,1,1,2.6,0,2.2
10294,2,1,0,0,0,0,1,1,3.15,1,2.1
10295,2,1,1,1,0,0,0,1,3.3,1,3.4
10296,3,1,1,1,1,0,1,1,3.05,1,2.1
10297,2,1,1,0,0,0,0,1,4.55,2,2.8
10298,3,1,1,0,0,0,1,1,4.7,2,2.5
10299,1,1,0,0,0,0,0,0,4,2,2.9
10300,3,2,1,0,1,0,2,1,1.5,0,1.3
10301,2,1,1,0,1,0,0,0,4.4,2,4.9
10302,2,1,0,1,0,0,0,0,2.6,0,2.7
10303,3,3,0,0,0,0,2,0,3.85,1,2.7
10304,1,1,0,0,0,0,0,1,3.55,1,3.8
10305,4,1,1,0,1,0,1,0,4.1,2,2.7
10306,2,1,1,0,0,0,0,0,4.1,2,3
10307,1,1,1,0,0,0,0,1,3.8,1,3.2
10308,1,1,1,0,0,0,0,1,3.95,1,3.3
10309,4,1,1,1,1,0,1,1,2.4,0,2.9
10310,3,1,1,1,1,0,1,1,4.15,2,3.9
10311,2,1,1,0,0,0,0,1,2.95,1,3.9
10312,4,1,1,1,1,0,1,1,4.75,2,1.2
10313,2,1,1,1,1,0,0,1,4.4,2,4.1
10314,2,1,1,0,0,0,1,1,2.4,0,3.6
10315,2,3,1,0,1,0,2,1,4.5,2,2.7
10316,1,1,0,0,0,0,0,1,2.1,0,1.9
10317,2,1,1,1,1,0,0,0,3.2,1,2.4
10318,1,1,0,1,1,0,0,1,4.5,2,2.7
10319,2,3,1,0,0,0,2,1,2.45,0,1.7
10320,3,2,1,1,1,0,2,1,2.7,0,2.3
