,QaA,QbA,QcA,QdA,QeA,QfA,QgA,QhA,QiA,QjA,QkA,QlA,QmA,QnA,QoA,QpA,QqA,QrA,QsA,QtA,education,married,wr_01,wr_02,wr_03,wr_04,wr_05,wr_06,wr_07,wr_08,wr_09,wr_10,wr_11,wr_12,wr_13,QaE_new,QbE_new,QcE_new,QdE_new,QeE_new,QfE_new,QgE_new,QhE_new,QiE_new,QjE_new,QkE_new,QlE_new,QmE_new,QnE_new,QoE_new,QpE_new,QqE_new,QrE_new,QsE_new,QtE_new,wr_new,age_10s,age4,race_white,QtotalE,Mach_score,mach_per,Asian,Black,Other,White,tp_score
8268,5,5,5,5,5,5,4,4,3,5,3,5,3,5,4,3,3,3,5,4,1,3,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,1,1,4.2,2,0,0,0,1,3.3
8269,5,5,5,5,5,4,5,2,4,5,2,5,4,3,4,5,5,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,0,1,1,1,2,1,1,0,2,1,2,1,1,1,1,1,0,1,1,1,4.35,2,0,0,0,1,3.9
8270,4,1,5,5,5,4,1,5,1,4,1,4,5,5,2,1,2,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,2,1,2,0,0,0,1,2,1,1,1,0,1,2,1,0,2,0,1,3.35,1,1,0,0,0,2.2
8271,4,4,5,5,5,5,4,2,4,5,3,5,3,5,4,5,2,4,4,4,3,3,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,2,2,0,0,2,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,4.1,2,0,0,0,1,2.1
8272,4,3,5,5,2,5,5,1,4,5,3,5,3,5,5,3,5,3,5,5,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,2,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,4.05,2,0,0,1,0,2.1
8273,5,2,5,5,5,5,5,3,5,3,5,5,5,5,5,5,3,5,5,3,4,2,1,1,0,1,1,0,1,1,0,1,0,1,1,1,2,1,0,1,1,2,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,4.45,2,0,0,0,1,1.0
8274,2,4,1,5,5,2,2,1,1,4,2,4,4,2,2,1,2,1,3,1,3,2,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,2,1,1,1,2,1,1,1,0,2,1,1,0,2,1,1,2.45,0,0,0,0,1,1.9
8275,4,4,3,5,4,5,5,2,4,2,2,4,4,5,1,4,1,2,2,2,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,1,0,1,1,0,1,1,2,2,1,1,0,1,1,2,1,0,1,0,0,1,1,1,3.25,1,0,0,0,1,3.2
8276,1,1,4,2,5,5,4,1,1,1,4,3,4,2,1,4,5,2,4,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,1,2.75,1,0,0,1,0,1.9
8277,5,5,3,4,4,1,5,2,1,4,1,5,4,3,2,5,5,3,1,3,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,0,0,1,1,3.3,1,0,0,0,1,2.2
8278,5,2,4,5,2,4,5,1,4,4,4,5,4,4,4,1,2,4,5,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,3.6,1,0,0,0,1,3.3
8279,5,4,5,4,5,5,5,4,3,2,4,5,5,5,5,5,5,5,5,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,1,0,0,1,2,1,0,2,1,0,1,2,1,1,2,0,1,1,0,1,1,1,4.4,2,0,0,0,1,0.8
8280,4,1,5,5,5,4,1,1,1,1,1,5,1,1,1,4,1,5,4,5,2,2,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,0,1,0,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,0,0,2,1,1,2.8,1,0,0,0,1,1.1
8281,5,4,5,5,5,5,2,5,3,5,4,5,5,5,2,5,5,5,5,5,2,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,0,2,0,1,0,0,2,1,0,0,0,1,4.5,2,0,1,0,0,2.7
8282,5,5,5,5,5,5,5,4,2,4,2,2,4,5,1,2,5,4,5,3,2,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,2,0,1,0,0,0,1,1,3.9,1,0,0,0,1,2.5
8283,3,4,5,4,4,5,5,4,3,2,2,5,1,5,3,4,2,5,4,3,3,2,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,2,1,1,0,1,0,0,0,1,2,1,0,0,0,1,1,1,3.65,1,0,0,0,1,2.6
8284,5,3,5,5,4,5,5,2,5,5,4,5,5,5,5,5,5,4,5,4,2,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,2,0,0,1,1,1,4.55,2,0,0,0,1,4.5
8285,5,5,4,5,5,5,4,3,5,5,3,5,5,5,5,5,3,4,5,5,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,2,0,2,0,1,1,1,1,0,2,1,1,0,2,1,1,2,2,0,1,0,0,0,0,1,4.55,2,0,0,1,0,2.8
8286,3,5,2,4,3,4,4,2,1,4,2,5,4,5,3,2,3,1,3,4,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,2,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,3.2,1,1,0,0,0,3.2
8287,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,2,0,2,1,1,1,2,1,0,0,0,2,0,0,0,0,1,0,1,4.9,2,0,0,1,0,1.4
8288,3,1,3,3,3,1,1,1,1,1,1,3,1,1,1,4,1,3,3,1,4,3,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,2,1,0,0,2,1,1,1.85,0,0,0,0,1,1.7
8289,5,2,4,4,4,2,2,1,2,5,2,5,4,2,3,5,2,3,4,2,3,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,0,1,0,1,1,1,3.15,1,0,0,0,1,2.4
8290,1,1,1,5,5,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,3,3,0,1,0,1,1,0,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,0,0,2,1,1,1.8,0,0,0,0,1,1.9
8291,5,5,2,4,2,4,2,5,2,3,2,1,2,3,4,5,2,2,4,2,3,1,1,1,0,1,1,0,0,1,0,1,0,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,0,0,1,1,1,3.05,1,0,0,0,1,2.6
8292,4,3,4,5,4,3,4,1,3,4,3,5,4,4,3,3,3,4,5,2,4,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,2,1,1,3.55,1,0,0,0,1,1.8
8293,5,1,5,4,4,1,5,1,1,1,1,1,2,1,1,1,2,4,4,2,4,2,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,0,1,1,0,1,2,2,1,1,1,1,2,1,0,0,1,1,1,2.35,0,0,0,0,1,2.0
8294,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,1,2,5,1,4,2,2,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,0,1,0,0,1,1,1,4.05,2,0,0,0,1,3.1
8295,3,2,3,4,3,4,5,1,2,4,2,5,3,3,4,5,4,2,2,3,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,1,1,0,0,0,1,1,3.2,1,0,0,0,1,3.4
8296,4,3,2,5,4,2,3,5,2,2,1,2,4,3,4,2,4,1,2,3,3,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,0,0,0,1,2.9,1,1,0,0,0,2.8
8297,3,5,5,5,4,4,4,2,1,4,3,3,3,2,4,2,3,3,4,3,4,2,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,1,1,3.35,1,0,0,0,1,3.7
8298,2,3,1,4,3,2,4,2,1,1,1,4,4,2,2,1,3,1,3,2,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,2,2,1,2,1,2,0,2,2,2,0,1,1,1,2,2,1,1,2,2,0,0,0,0,1,2.3,0,0,0,1,0,1.9
8299,3,2,1,5,3,1,1,1,2,4,1,3,3,3,2,1,1,3,2,1,4,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,0,1,2,1,1,2,1,2,2,1,1,0,0,1,0,1,2.15,0,0,0,1,0,2.8
8300,4,1,3,2,1,2,1,1,2,1,1,3,1,2,1,2,1,2,3,2,3,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1.8,0,0,0,0,1,1.6
8301,2,5,4,2,2,1,4,5,1,4,2,4,4,1,5,5,5,1,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,1,0,1,1,1,1,2,0,1,1,1,1,1,1,1,0,0,1,1,3.35,1,0,0,0,1,1.9
8302,5,5,5,5,5,5,4,4,4,5,3,5,5,3,3,3,5,5,5,2,4,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,0,2,1,1,4.3,2,0,0,0,1,1.1
8303,3,1,1,4,5,4,5,1,2,2,2,4,3,3,1,1,3,3,4,2,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,0,0,1,0,1,2.7,0,1,0,0,0,2.6
8304,3,2,5,5,2,4,5,1,2,4,1,5,4,4,2,2,3,4,4,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,2,1,2,1,2,1,2,2,0,1,0,2,1,0,1,0,0,0,1,3.2,1,0,0,1,0,3.1
8305,1,2,4,3,4,2,2,2,2,4,2,5,4,3,1,4,3,1,2,3,4,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,1,0,1,1,1,0,1,1,1,0,0,2,1,0,1,1,1,1,0,2,0,1,2.7,0,1,0,0,0,1.2
8306,4,3,2,5,3,5,3,3,4,2,4,5,4,4,4,4,3,4,4,4,3,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,0,1,0,0,2,1,0,1,2,2,1,2,2,0,1,0,1,0,1,1,0,1,1,1,3.7,1,0,0,0,1,2.1
8307,5,5,5,5,1,5,4,5,5,5,4,5,4,5,5,5,5,4,4,5,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,0,1,1,1,4.55,2,0,0,0,1,4.1
8308,5,1,4,3,5,4,2,1,1,2,1,3,4,2,1,1,3,2,4,4,2,2,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,0,2,1,1,2.65,0,0,0,0,1,2.5
8309,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,4.85,2,0,0,0,1,3.2
8310,4,2,4,5,4,2,1,1,2,4,1,2,2,2,4,2,2,3,1,4,3,3,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,2,1,1,2.6,0,0,0,0,1,2.1
8311,5,4,5,5,5,5,5,1,5,5,1,5,4,5,2,4,5,4,2,4,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,0,0,1,2,1,2,1,2,0,0,0,2,2,1,2,2,1,2,0,0,1,1,1,4.05,2,0,0,0,1,4.2
8312,5,1,4,5,3,4,5,5,2,4,1,5,5,4,5,5,5,4,2,4,3,2,0,1,0,1,0,0,1,1,0,1,0,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,0,1,1,0,0,1,1,1,3.9,1,0,0,0,1,0.8
8313,2,1,3,3,2,1,1,1,1,2,1,1,1,1,1,2,1,5,1,1,3,3,1,1,1,1,1,0,1,1,0,1,1,1,1,2,2,2,2,1,2,0,1,1,2,1,1,1,1,1,1,2,2,2,1,1,0,1,1,1,1.6,0,0,0,0,1,1.4
8314,4,2,1,4,3,4,4,1,4,3,2,4,3,4,2,1,4,2,4,2,3,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,2,2,2,1,1,2,1,0,1,0,0,1,1,1,2.9,1,0,0,0,1,2.4
8315,2,1,5,4,1,1,4,1,2,4,1,5,2,2,4,3,3,1,3,1,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,2,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2.5,0,0,0,0,1,3.0
8316,1,2,4,3,3,4,2,4,2,4,1,4,3,1,2,4,2,1,3,1,2,1,0,1,0,0,0,0,1,1,0,1,0,1,1,2,1,1,1,0,1,1,1,0,1,1,2,1,0,1,1,1,0,1,1,0,0,0,0,1,2.55,0,1,0,0,0,3.0
8317,5,4,4,4,4,4,2,4,4,4,2,1,4,3,4,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,0,1,1,1,3.7,1,0,0,0,1,1.9
8318,5,1,1,3,4,4,1,1,4,3,3,1,1,4,5,4,1,2,5,3,3,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,1,2,1,0,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,0,1,1,1,2.8,1,0,0,0,1,2.4
8319,2,2,2,2,4,2,2,1,1,1,1,1,4,1,1,2,2,2,1,1,3,2,1,1,0,1,1,0,1,1,0,1,0,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,2,2,2,0,0,2,1,1,1.75,0,0,0,0,1,2.3
8320,4,5,4,4,5,4,4,2,2,4,1,5,3,2,4,2,2,1,2,1,3,3,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,2,1,0,1,2,1,0,1,0,1,1,1,1,0,1,1,1,3.05,1,0,0,0,1,1.5
8321,5,3,5,5,5,4,2,4,1,5,3,5,3,5,5,4,1,5,3,5,3,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,0,0,1,0,1,3.9,1,1,0,0,0,3.7
8322,5,5,1,5,5,5,5,1,5,5,1,5,5,3,5,4,4,2,5,4,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,4.0,2,0,0,0,1,2.8
8323,4,3,3,5,3,4,4,4,4,2,2,4,4,4,5,2,2,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,3.3,1,0,0,0,1,2.7
8324,3,1,3,4,3,2,2,2,1,1,1,5,2,2,2,1,3,2,3,1,3,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,2.2,0,0,0,0,1,3.0
8325,4,1,4,3,4,5,2,1,2,3,4,2,1,4,4,4,2,4,1,3,3,1,0,1,0,1,1,0,1,1,0,1,0,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,0,0,0,0,1,2.9,1,1,0,0,0,2.4
8326,3,1,2,3,4,4,2,1,1,2,5,4,3,2,1,1,1,3,1,1,3,2,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,2,2,2,1,0,1,1,0,2,2,2,1,1,1,1,1,2,0,0,2,1,1,2.25,0,0,0,0,1,2.3
8327,4,1,2,3,2,4,4,2,2,2,1,4,4,3,4,3,2,3,4,3,3,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,0,0,2,1,1,2.85,1,0,0,0,1,2.7
8328,5,3,5,5,5,3,1,5,3,5,3,5,5,5,4,5,3,3,3,3,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,2,1,1,3.95,1,0,0,0,1,2.1
8329,2,2,2,2,2,4,4,3,3,1,1,5,2,2,2,2,3,2,3,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,2,1,1,2,1,1,1,2,0,0,0,1,1,2.45,0,0,0,0,1,2.2
8330,5,4,4,5,5,5,1,3,1,5,1,5,4,2,1,4,2,4,1,2,2,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,2,1,1,1,0,2,0,1,3.2,1,0,1,0,0,2.1
8331,3,1,2,3,5,1,2,4,1,3,1,5,1,1,1,4,3,1,3,1,3,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,2,0,1,1,0,1,1,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,2.3,0,0,0,0,1,1.8
8332,5,2,4,5,5,4,4,1,1,1,1,2,4,4,1,4,1,5,3,4,4,2,1,1,0,1,1,1,0,1,1,1,1,1,1,0,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,0,3,1,1,3.05,1,0,0,0,1,0.7
8333,5,3,5,4,1,5,5,5,1,4,1,4,4,5,4,5,3,5,5,5,4,2,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,2,0,2,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,3.95,1,1,0,0,0,1.6
8334,4,3,5,4,1,4,1,1,1,5,1,3,5,3,2,5,2,1,4,5,3,1,0,1,0,0,1,0,1,1,0,1,0,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,1,1,1,3.0,1,0,0,0,1,1.8
8335,5,2,3,5,5,1,2,1,1,4,1,5,2,1,1,5,5,4,1,5,3,2,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,2,0,1,2,1,1,1,1,1,2,0,2,1,1,1,0,1,0,0,1,1,1,2.95,1,0,0,0,1,2.6
8336,3,1,1,3,3,4,2,1,1,1,1,4,1,2,1,1,1,2,1,1,4,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1.75,0,0,0,0,1,1.4
8337,5,1,3,4,2,4,4,1,4,4,1,5,1,2,3,4,1,2,3,1,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,0,0,1,1,1,2.75,1,0,0,0,1,2.1
8338,4,4,2,5,2,4,5,2,4,2,2,5,4,3,4,4,2,3,4,4,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,0,1,1,1,3.45,1,0,0,0,1,3.5
8339,4,3,1,4,2,4,1,1,3,5,1,5,4,3,3,2,2,1,5,2,2,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,2,2,1,1,1,1,1,0,1,0,0,0,0,1,2.8,1,1,0,0,0,2.4
8340,4,2,4,5,2,2,5,1,3,2,1,5,4,2,1,3,3,1,2,2,4,3,0,1,0,1,1,0,1,1,0,1,0,1,1,2,2,1,2,2,0,2,2,2,1,0,1,1,2,0,2,2,2,2,2,0,0,1,1,1,2.7,0,0,0,0,1,2.1
8341,2,1,1,4,4,2,5,1,1,2,1,5,2,4,3,1,5,2,3,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,2,2,1,0,1,1,0,0,1,1,1,1,1,1,2,1,1,0,0,0,1,1,2.5,0,0,0,0,1,2.5
8342,4,2,5,4,3,4,5,1,3,4,2,5,2,5,4,2,4,4,4,2,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,0,0,1,0,1,3.45,1,1,0,0,0,1.3
8343,5,2,5,4,5,5,5,1,5,4,1,5,5,5,4,5,4,4,4,2,3,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,1,0,0,2,1,1,4.0,2,0,0,0,1,1.5
8344,3,4,5,4,1,4,4,3,3,4,2,5,4,3,3,5,3,2,3,4,3,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.45,1,1,0,0,0,4.1
8345,3,1,1,5,1,2,4,1,4,1,1,1,2,2,3,1,3,2,3,5,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,2,1,1,1,2,1,1,2,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,2.3,0,0,0,1,0,1.6
8346,5,4,5,5,5,1,5,4,3,5,3,5,5,5,5,5,5,5,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,0,2,1,2,1,1,0,2,2,1,0,1,0,0,1,0,1,4.2,2,0,0,1,0,1.8
8347,4,4,5,4,1,4,2,4,1,5,1,5,4,4,4,4,2,1,4,4,3,2,1,1,1,1,1,0,1,1,0,1,0,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,0,0,2,1,1,3.35,1,0,0,0,1,1.8
8348,5,4,4,5,5,4,5,4,5,5,5,5,5,3,5,5,5,5,5,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,2,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,4.6,2,0,0,0,1,2.5
8349,2,5,3,4,4,5,5,1,4,4,4,5,5,5,5,2,2,4,5,4,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3.9,1,0,0,0,1,1.9
8350,5,2,4,5,4,4,5,1,3,5,1,5,4,4,2,2,3,2,4,2,2,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3.35,1,0,0,0,1,3.0
8351,5,3,5,5,2,3,2,2,2,5,1,4,3,4,3,1,5,2,1,1,4,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,2,1,0,1,1,2,0,0,1,0,1,1,1,2.95,1,0,0,0,1,2.2
8352,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,2,5,5,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,0,1,1,1,0,2,1,2,2,1,2,2,2,1,2,1,0,2,1,1,4.25,2,0,0,0,1,3.2
8353,5,4,1,3,1,4,5,1,2,1,1,5,2,1,4,2,2,4,3,4,3,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,0,0,1,1,1,2.75,1,0,0,0,1,3.2
8354,5,2,5,5,5,5,5,1,5,2,2,5,5,4,5,5,4,2,5,5,3,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,2,0,0,2,1,0,1,0,0,1,1,1,4.1,2,0,0,0,1,3.4
8355,4,5,4,3,2,1,1,2,2,5,1,4,4,1,4,4,1,1,3,5,2,3,0,1,0,0,1,0,1,1,0,1,0,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,0,0,3,0,1,2.85,1,0,1,0,0,2.4
8356,5,3,4,4,4,5,4,1,2,4,2,3,5,5,4,1,4,3,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,2,1,1,2,1,1,2,2,1,1,1,1,0,1,1,2,2,1,1,0,0,0,0,1,3.6,1,0,0,1,0,3.6
8357,4,3,4,4,3,1,4,4,2,5,1,5,4,2,2,4,5,1,3,4,2,1,0,0,0,1,1,0,1,1,0,0,1,0,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,0,0,0,0,1,3.25,1,0,0,1,0,3.8
8358,2,2,2,3,2,4,4,1,2,4,2,5,4,4,4,2,4,2,2,1,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,2.8,1,0,0,0,1,3.8
8359,4,2,2,5,3,5,5,1,3,2,2,5,3,5,4,4,2,4,4,3,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,0,1,1,1,3.4,1,0,0,0,1,1.1
8360,4,4,5,4,1,4,3,1,1,3,2,3,4,4,4,2,2,2,5,5,2,1,1,1,0,1,1,1,1,1,0,1,0,1,1,2,2,1,2,1,1,2,1,2,2,1,2,0,1,2,1,2,1,0,1,0,0,1,0,1,3.15,1,0,0,1,0,2.7
8361,5,4,5,3,5,4,5,2,4,4,1,4,4,5,5,4,3,5,3,2,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,0,0,1,1,2,2,1,2,2,0,2,0,1,0,3,1,1,3.85,1,0,0,0,1,2.0
8362,3,1,1,2,3,1,1,1,1,1,1,4,1,1,2,2,3,1,3,1,2,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,2,2,2,0,1,2,2,1,1,2,2,1,2,1,2,2,2,2,0,0,1,0,1,1.7,0,0,0,1,0,0.9
8363,4,4,4,5,5,4,4,1,4,4,4,5,4,4,5,5,2,4,4,5,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,0,2,2,0,2,2,1,0,1,1,1,4.05,2,0,0,0,1,2.4
8364,4,2,4,5,2,3,5,2,3,4,3,2,3,3,4,4,4,4,4,2,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,2,1,1,1,2,1,1,2,2,1,2,2,0,1,0,2,1,1,0,1,0,0,0,1,1,3.35,1,0,0,0,1,2.2
